movie_id,company_id,company_type_id,note
675,54,1,(2008) (Germany) (TV)
675,49,1,(2007) (USA) (TV)
675,46,1,(2010) (Hungary) (TV)
677,54,1,(2008) (Germany) (TV)
677,49,1,(2006) (USA) (TV)
677,46,1,(2009) (Hungary) (TV)
678,57,1,(2004) (USA) (TV)
681,6,1,(1961) (USA) (TV) (original airing)
682,6,1,(1961) (USA) (TV)
683,6,1,(1961) (USA) (TV)
684,6,1,(1961) (USA) (TV)
685,6,1,(1961) (USA) (TV)
686,6,1,(1961) (USA) (TV)
687,6,1,(1961) (USA) (TV) (original airing)
688,6,1,(1961) (USA) (TV)
689,6,1,(1961) (USA) (TV) (original airing)
690,6,1,(1961) (USA) (TV)
691,6,1,(1961) (USA) (TV)
692,6,1,(1961) (USA) (TV)
693,6,1,(1961) (USA) (TV)
694,6,1,(1961) (USA) (TV)
695,6,1,(1961) (USA) (TV)
399,58,1,(2009) (worldwide) (TV)
429,59,1,(2007) (Netherlands) (DVD) (season 1)
429,59,1,(2009) (Netherlands) (DVD) (season 2)
429,60,1,(2006-) (Netherlands) (TV)
429,61,1,(2011) (Netherlands) (DVD) (season 3)
442,60,1,(2011) (Netherlands) (TV)
443,60,1,(2011) (Netherlands) (TV)
452,60,1,(2011) (Netherlands) (TV)
453,60,1,(2011) (Netherlands) (TV)
454,60,1,(2011) (Netherlands) (TV)
456,60,1,(2011) (Netherlands) (TV)
457,60,1,(2011) (Netherlands) (TV)
460,60,1,(2011) (Netherlands) (TV)
469,62,1,(2004) (Netherlands) (DVD) (season 1)
469,62,1,(2006) (Netherlands) (DVD) (seasons 2-4)
469,31,1,(1995-2003) (Netherlands) (TV) (RTL4) (seasons 3-9)
469,31,1,(2004-2005) (Netherlands) (TV) (RTL8) (re-run)
469,31,1,(2009) (Netherlands) (TV) (RTL8) (re-run)
469,63,1,(1993-1995) (Netherlands) (TV) (seasons 1 and 2)
470,31,1,(2000) (Netherlands) (TV)
471,63,1,(1994) (Netherlands) (TV)
473,31,1,(1998) (Netherlands) (TV) (RTL4)
475,31,1,(1999) (Netherlands) (TV) (RTL4)
478,31,1,(1995) (Netherlands) (TV) (RTL4)
479,63,1,(1994) (Netherlands) (TV)
480,31,1,(1996) (Netherlands) (TV) (RTL4)
481,31,1,(1999) (Netherlands) (TV) (RTL4)
483,31,1,(1997) (Netherlands) (TV) (RTL4)
484,31,1,(1998) (Netherlands) (TV) (RTL4)
485,31,1,(1999) (Netherlands) (TV) (RTL4)
486,31,1,(2000) (Netherlands) (TV)
487,63,1,(1995) (Netherlands) (TV)
488,63,1,(1994) (Netherlands) (TV)
489,63,1,(1995) (Netherlands) (TV)
491,31,1,(1997) (Netherlands) (TV) (RTL4)
492,63,1,(1995) (Netherlands) (TV)
493,31,1,(1996) (Netherlands) (TV) (RTL4)
494,31,1,(1997) (Netherlands) (TV) (RTL4)
495,63,1,(1995) (Netherlands) (TV)
496,63,1,(1995) (Netherlands) (TV)
497,63,1,(1995) (Netherlands) (TV)
498,31,1,(1998) (Netherlands) (TV) (RTL4)
499,63,1,(1994) (Netherlands) (TV)
500,31,1,(1999) (Netherlands) (TV) (RTL4)
506,31,1,(1996) (Netherlands) (TV) (RTL4)
507,31,1,(1997) (Netherlands) (TV) (RTL4)
508,31,1,(1999) (Netherlands) (TV) (RTL4)
509,31,1,(1998) (Netherlands) (TV) (RTL4)
510,31,1,(1999) (Netherlands) (TV) (RTL4)
511,31,1,(1997) (Netherlands) (TV) (RTL4)
512,31,1,(1995) (Netherlands) (TV) (RTL4)
513,31,1,(1999) (Netherlands) (TV) (RTL4)
515,31,1,(1998) (Netherlands) (TV) (RTL4)
516,31,1,(1995) (Netherlands) (TV) (RTL4)
517,63,1,(1995) (Netherlands) (TV)
518,63,1,(1995) (Netherlands) (TV)
519,63,1,(1994) (Netherlands) (TV)
520,63,1,(1994) (Netherlands) (TV)
521,63,1,(1995) (Netherlands) (TV)
522,31,1,(1997) (Netherlands) (TV) (RTL4)
523,63,1,(1994) (Netherlands) (TV)
524,31,1,(1999) (Netherlands) (TV) (RTL4)
525,31,1,(1997) (Netherlands) (TV) (RTL4)
526,63,1,(1994) (Netherlands) (TV)
527,31,1,(1997) (Netherlands) (TV) (RTL4)
528,63,1,(1995) (Netherlands) (TV)
531,63,1,(1995) (Netherlands) (TV)
532,63,1,(1994) (Netherlands) (TV)
533,31,1,(1996) (Netherlands) (TV) (RTL4)
534,31,1,(1998) (Netherlands) (TV) (RTL4)
535,31,1,(1997) (Netherlands) (TV) (RTL4)
536,31,1,(1996) (Netherlands) (TV) (RTL4)
537,31,1,(1998) (Netherlands) (TV) (RTL4)
538,31,1,(1996) (Netherlands) (TV) (RTL4)
539,63,1,(1994) (Netherlands) (TV)
540,31,1,(1996) (Netherlands) (TV) (RTL4)
541,31,1,(2000) (Netherlands) (TV)
542,31,1,(1999) (Netherlands) (TV) (RTL4)
543,63,1,(1994) (Netherlands) (TV)
544,31,1,(1997) (Netherlands) (TV) (RTL4)
545,63,1,(1994) (Netherlands) (TV)
546,31,1,(1999) (Netherlands) (TV) (RTL4)
549,31,1,(1996) (Netherlands) (TV) (RTL4)
550,31,1,(1998) (Netherlands) (TV) (RTL4)
551,63,1,(1994) (Netherlands) (TV)
552,31,1,(1999) (Netherlands) (TV) (RTL4)
553,31,1,(2000) (Netherlands) (TV)
554,31,1,(1998) (Netherlands) (TV) (RTL4)
555,31,1,(1997) (Netherlands) (TV) (RTL4)
556,31,1,(2000) (Netherlands) (TV)
557,31,1,(2000) (Netherlands) (TV)
558,31,1,(1996) (Netherlands) (TV) (RTL4)
559,31,1,(1997) (Netherlands) (TV) (RTL4)
560,31,1,(1999) (Netherlands) (TV) (RTL4)
563,31,1,(1998) (Netherlands) (TV) (RTL4)
564,31,1,(1998) (Netherlands) (TV) (RTL4)
565,63,1,(1995) (Netherlands) (TV)
566,31,1,(1999) (Netherlands) (TV) (RTL4)
567,63,1,(1995) (Netherlands) (TV)
568,31,1,(2000) (Netherlands) (TV)
572,31,1,(1999) (Netherlands) (TV) (RTL4)
574,31,1,(1995) (Netherlands) (TV) (RTL4)
575,31,1,(1997) (Netherlands) (TV) (RTL4)
576,31,1,(1998) (Netherlands) (TV) (RTL4)
723,64,1,(2008) (Spain) (TV)
750,65,1,(2003) (Australia) (all media)
817,66,1,(2008) (worldwide) (all media)
819,67,1,(2010) (Germany) (TV)
820,68,1,(2006) (Germany) (TV)
826,64,1,(2004) (Spain) (TV)
901,69,1,(1971) (Spain) (TV)
853,70,1,(2007) (Germany) (TV)
860,71,1,(worldwide)
887,72,1,
903,73,1,(Denmark) (TV)
907,74,1,(2006) (Japan) (TV)
907,75,1,(2006) (USA) (DVD)
907,76,1,(2007) (USA) (DVD)
907,77,1,(2006) (Japan) (DVD)
907,78,1,(2006-2007) (USA) (TV)
907,79,1,(2006) (Japan) (TV)
907,80,1,(2006) (Japan) (TV)
907,81,1,(2006) (Japan) (TV)
907,82,1,(2006) (Japan) (TV)
908,74,1,(2006) (Japan) (TV)
908,78,1,(2006) (USA) (TV)
908,79,1,(2006) (Japan) (TV)
908,80,1,(2006) (Japan) (TV)
908,81,1,(2006) (Japan) (TV)
908,82,1,(2006) (Japan) (TV)
909,74,1,(2006) (Japan) (TV)
909,78,1,(2007) (USA) (TV)
910,74,1,(2006) (Japan) (TV)
910,78,1,(2006) (USA) (TV)
910,79,1,(2006) (Japan) (TV)
910,80,1,(2006) (Japan) (TV)
910,81,1,(2006) (Japan) (TV)
910,82,1,(2006) (Japan) (TV)
911,74,1,(2006) (Japan) (TV)
911,78,1,(2006) (USA) (TV)
911,79,1,(2006) (Japan) (TV)
911,80,1,(2006) (Japan) (TV)
911,81,1,(2006) (Japan) (TV)
911,82,1,(2006) (Japan) (TV)
912,74,1,(2006) (Japan) (TV)
912,78,1,(2007) (USA) (TV)
913,74,1,(2006) (Japan) (TV)
913,78,1,(2006) (USA) (TV)
913,79,1,(2006) (Japan) (TV)
913,80,1,(2006) (Japan) (TV)
913,81,1,(2006) (Japan) (TV)
913,82,1,(2006) (Japan) (TV)
914,74,1,(2006) (Japan) (TV)
914,78,1,(2007) (USA) (TV)
915,74,1,(2006) (Japan) (TV)
915,78,1,(2006) (USA) (TV)
915,79,1,(2006) (Japan) (TV)
915,80,1,(2006) (Japan) (TV)
915,81,1,(2006) (Japan) (TV)
915,82,1,(2006) (Japan) (TV)
916,74,1,(2006) (Japan) (TV)
916,78,1,(2006) (USA) (TV)
916,79,1,(2006) (Japan) (TV)
916,80,1,(2006) (Japan) (TV)
916,81,1,(2006) (Japan) (TV)
916,82,1,(2006) (Japan) (TV)
917,74,1,(2006) (Japan) (TV)
917,78,1,(2006) (USA) (TV)
917,79,1,(2006) (Japan) (TV)
917,80,1,(2006) (Japan) (TV)
917,81,1,(2006) (Japan) (TV)
917,82,1,(2006) (Japan) (TV)
918,74,1,(2006) (Japan) (TV)
918,78,1,(2006) (USA) (TV)
918,79,1,(2006) (Japan) (TV)
918,80,1,(2006) (Japan) (TV)
918,81,1,(2006) (Japan) (TV)
918,82,1,(2006) (Japan) (TV)
919,74,1,(2006) (Japan) (TV)
919,78,1,(2007) (USA) (TV)
920,74,1,(2006) (Japan) (TV)
920,78,1,(2007) (USA) (TV)
921,74,1,(2006) (Japan) (TV)
921,78,1,(2007) (USA) (TV)
922,74,1,(2006) (Japan) (TV)
922,78,1,(2007) (USA) (TV)
923,74,1,(2006) (Japan) (TV)
923,78,1,(2007) (USA) (TV)
924,74,1,(2006) (Japan) (TV)
924,78,1,(2007) (USA) (TV)
925,74,1,(2006) (Japan) (TV)
925,78,1,(2007) (USA) (TV)
926,74,1,(2006) (Japan) (TV)
926,78,1,(2006) (USA) (TV)
926,79,1,(2006) (Japan) (TV)
926,80,1,(2006) (Japan) (TV)
926,81,1,(2006) (Japan) (TV)
926,82,1,(2006) (Japan) (TV)
927,74,1,(2006) (Japan) (TV)
927,78,1,(2007) (USA) (TV)
928,74,1,(2006) (Japan) (TV)
928,78,1,(2006) (USA) (TV)
928,79,1,(2006) (Japan) (TV)
928,80,1,(2006) (Japan) (TV)
928,81,1,(2006) (Japan) (TV)
928,82,1,(2006) (Japan) (TV)
929,74,1,(2006) (Japan) (TV)
929,78,1,(2006) (USA) (TV)
929,79,1,(2006) (Japan) (TV)
929,80,1,(2006) (Japan) (TV)
929,81,1,(2006) (Japan) (TV)
929,82,1,(2006) (Japan) (TV)
930,74,1,(2006) (Japan) (TV)
930,78,1,(2006) (USA) (TV)
930,79,1,(2006) (Japan) (TV)
930,80,1,(2006) (Japan) (TV)
930,81,1,(2006) (Japan) (TV)
930,82,1,(2006) (Japan) (TV)
931,74,1,(2006) (Japan) (TV)
931,78,1,(2007) (USA) (TV)
932,74,1,(2006) (Japan) (TV)
932,78,1,(2007) (USA) (TV)
933,74,1,(2006) (Japan) (TV)
933,78,1,(2006) (USA) (TV)
933,79,1,(2006) (Japan) (TV)
933,80,1,(2006) (Japan) (TV)
933,81,1,(2006) (Japan) (TV)
933,82,1,(2006) (Japan) (TV)
934,83,1,(2004) (Spain) (DVD)
934,76,1,(2003) (USA)
934,77,1,(2002) (Japan)
934,78,1,(2003) (USA) (TV)
934,84,1,(2003) (Canada) (TV)
935,76,1,(2003) (USA) (all media)
935,77,1,(2002) (Japan) (all media)
935,78,1,(2003) (USA) (TV)
935,82,1,(2002) (Japan) (TV)
935,84,1,(2003) (Canada) (TV)
938,76,1,(2003) (USA) (all media)
938,77,1,(2002) (Japan) (all media)
938,78,1,(2003) (USA) (TV)
938,82,1,(2002) (Japan) (TV)
938,84,1,(2003) (Canada) (TV)
943,76,1,(2003) (USA) (all media)
943,77,1,(2002) (Japan) (all media)
943,78,1,(2003) (USA) (TV)
943,82,1,(2002) (Japan) (TV)
943,84,1,(2003) (Canada) (TV)
944,76,1,(2003) (USA) (all media)
944,77,1,(2002) (Japan) (all media)
944,78,1,(2003) (USA) (TV)
944,82,1,(2002) (Japan) (TV)
944,84,1,(2003) (Canada) (TV)
945,76,1,(2003) (USA) (all media)
945,77,1,(2002) (Japan) (all media)
945,78,1,(2003) (USA) (TV)
945,82,1,(2002) (Japan) (TV)
945,84,1,(2003) (Canada) (TV)
947,76,1,(2003) (USA) (all media)
947,77,1,(2002) (Japan) (all media)
947,78,1,(2003) (USA) (TV)
947,82,1,(2002) (Japan) (TV)
947,84,1,(2003) (Canada) (TV)
948,76,1,(2003) (USA) (all media)
948,77,1,(2002) (Japan) (all media)
948,78,1,(2003) (USA) (TV)
948,82,1,(2002) (Japan) (TV)
948,84,1,(2003) (Canada) (TV)
949,76,1,(2003) (USA) (all media)
949,77,1,(2002) (Japan) (all media)
951,76,1,(2003) (USA) (all media)
951,77,1,(2002) (Japan) (all media)
951,78,1,(2003) (USA) (TV)
951,82,1,(2002) (Japan) (TV)
951,84,1,(2003) (Canada) (TV)
953,76,1,(2003) (USA) (all media)
953,77,1,(2002) (Japan) (all media)
953,78,1,(2003) (USA) (TV)
953,82,1,(2002) (Japan) (TV)
953,84,1,(2003) (Canada) (TV)
954,76,1,(2003) (USA) (all media)
954,77,1,(2002) (Japan) (all media)
954,78,1,(2003) (USA) (TV)
954,82,1,(2002) (Japan) (TV)
954,84,1,(2003) (Canada) (TV)
956,83,1,(2004) (Spain) (DVD)
956,76,1,(2003) (USA) (all media)
956,77,1,(2002) (Japan) (all media)
956,78,1,(2003) (USA) (TV)
956,84,1,(2003) (Canada) (TV)
957,76,1,(2003) (USA) (all media)
957,77,1,(2002) (Japan) (all media)
957,78,1,(2003) (USA) (TV)
957,82,1,(2002) (Japan) (TV)
957,84,1,(2003) (Canada) (TV)
961,76,1,(2003) (USA) (all media)
961,77,1,(2002) (Japan) (all media)
962,76,1,(2003) (USA) (all media)
962,77,1,(2002) (Japan) (all media)
962,78,1,(2003) (USA) (TV)
962,82,1,(2002) (Japan) (TV)
962,84,1,(2003) (Canada) (TV)
963,85,1,(2004) (USA) (DVD)
963,82,1,(2003) (Japan) (TV)
976,86,1,(2010) (UK) (TV)
977,87,1,(2002) (UK) (DVD)
977,88,1,(2001) (UK) (TV)
978,69,1,(1979) (Spain) (TV)
979,89,1,(2007) (USA) (DVD)
979,90,1,((2006)) (Japan) (TV)
979,91,1,(2008) (USA) (DVD)
979,92,1,(2006) (Japan) (TV)
993,93,1,(1987) (UK) (TV)
996,94,1,
1114,95,1,(2009) (Japan) (TV)
1141,96,1,(2005) (worldwide) (all media)
1141,97,1,(2005) (Argentina) (TV)
1144,98,1,(2002) (Argentina) (TV)
1144,96,1,(worldwide) (all media)
1144,99,1,(2003) (Israel) (TV)
1146,100,1,(2012) (Greece) (TV)
1158,101,1,(2004) (USA) (TV)
1179,102,1,(2005) (Spain) (TV)
1181,103,1,(2012) (worldwide) (all media)
1182,104,1,(2005) (Germany) (TV)
1187,105,1,(2013) (USA) (TV)
1188,5,1,(2009) (Canada) (TV)
1188,106,1,(2010) (USA) (TV)
1335,16,1,(2006) (UK) (TV)
1370,27,1,(2010) (UK) (TV)
1147,107,1,(2007) (Japan) (TV)
1148,108,1,(2006) (Spain) (TV)
1149,109,1,(2007) (France) (TV)
1149,110,1,(2007) (France) (TV)
1157,111,1,(2007-2008) (Italy) (TV)
1352,112,1,(2006) (Netherlands) (TV)
1352,113,1,(2007) (Netherlands) (TV)
1369,92,1,(1980) (Japan) (TV)
1379,114,1,(2008) (Japan) (TV)
1389,64,1,(2008) (Spain) (TV)
1396,73,1,(1969) (Denmark) (TV)
1400,115,1,(2006) (Ireland) (TV)
1401,116,1,(2012) (Netherlands) (TV)
1401,63,1,(2012) (Netherlands) (TV)
1417,7,1,(2007-) (Australia) (TV)
1465,19,1,(2006) (worldwide) (TV)
1469,19,1,(2007) (USA) (TV)
1470,19,1,(2007) (USA) (TV)
1476,19,1,(2006) (USA) (TV)
1478,19,1,(2006) (USA) (TV)
1479,19,1,(2006) (USA) (TV)
1483,19,1,(2006) (USA) (TV)
1485,19,1,(2006) (USA) (TV)
1489,19,1,(2007) (USA) (TV)
1493,19,1,(2007) (USA) (TV)
1494,117,1,(2010) (USA) (TV)
1535,118,1,(2003) (South Korea) (TV)
1536,119,1,(1981-1982) (Portugal) (TV)
1547,19,1,(1961-1962) (USA) (TV)
1548,19,1,(1962) (USA) (TV)
1549,119,1,(1985) (Portugal) (TV)
1550,97,1,(Argentina)
1551,120,1,(2007) (worldwide) (TV)
1557,120,1,(2007) (worldwide) (TV)
1561,120,1,(2007) (worldwide) (TV)
1564,120,1,(2007) (worldwide) (TV)
