company_id,company_name,country_code,movie_id,color_info,languages,countries,release dates,keyword,phonetic_code
4,5*,[gb],64,Color,English,Canada,07/10/2010,blog,B42
4,5*,[gb],64,Color,English,Canada,07/10/2010,bribe-attempt,B6135
4,5*,[gb],64,Color,English,Canada,07/10/2010,bridesmaid,B6325
4,5*,[gb],64,Color,English,Canada,07/10/2010,cheat-on-husband,C3521
4,5*,[gb],64,Color,English,Canada,07/10/2010,cheat-on-wife,C351
4,5*,[gb],64,Color,English,Canada,07/10/2010,cowboy-costume,C1235
4,5*,[gb],64,Color,English,Canada,07/10/2010,dinner,D56
4,5*,[gb],64,Color,English,Canada,07/10/2010,disguise,D2
4,5*,[gb],64,Color,English,Canada,07/10/2010,fired-from-the-job,F6316
4,5*,[gb],64,Color,English,Canada,07/10/2010,gay-man,G5
4,5*,[gb],64,Color,English,Canada,07/10/2010,getting-married,G3525
4,5*,[gb],64,Color,English,Canada,07/10/2010,hugging,H252
4,5*,[gb],64,Color,English,Canada,07/10/2010,maid,M3
4,5*,[gb],64,Color,English,Canada,07/10/2010,sheriff,S61
4,5*,[gb],64,Color,English,Canada,07/10/2010,taking-the-fall,T2523
4,5*,[gb],64,Color,English,Canada,07/10/2010,tv-interview,T1536
4,5*,[gb],64,Color,English,Canada,07/10/2010,voice-imitation,V2535
10,Lorimar Telepictures,[us],69,Color,English,Unkown,01/01/1900,non-fiction,N5123
10,Lorimar Telepictures,[us],69,Color,English,Unkown,01/01/1900,number-in-title,N5165
10,Lorimar Telepictures,[us],69,Color,English,Unkown,01/01/1900,quiz-show,Q2
10,Lorimar Telepictures,[us],69,Color,English,Unkown,01/01/1900,trivia,T61
13,Alliance Atlantis Broadcasting,[ca],82,Color,English,Canada,05/10/2001,number-in-title,N5165
4077,WGN,[us],84,Color,English,Unkown,01/01/1900,number-in-title,N5165
6,Columbia Broadcasting System (CBS),[us],85,Color,English,USA,17/09/1984,non-fiction,N5123
6,Columbia Broadcasting System (CBS),[us],85,Color,English,USA,17/09/1984,number-in-title,N5165
15,Music Television 2 (MTV2),[us],86,Color,English,USA,02/02/2002,band,B53
15,Music Television 2 (MTV2),[us],86,Color,English,USA,02/02/2002,concert-film,C5263
15,Music Television 2 (MTV2),[us],86,Color,English,USA,02/02/2002,musician,M25
15,Music Television 2 (MTV2),[us],86,Color,English,USA,02/02/2002,number-in-title,N5165
15,Music Television 2 (MTV2),[us],86,Color,English,USA,02/02/2002,rapper,R16
15,Music Television 2 (MTV2),[us],86,Color,English,USA,02/02/2002,rocker,R26
17,Food Network,[us],106,Color,English,USA,23/09/2012,food,F3
18,CanWest Global Communications,[ca],114,Color,English,USA,08/11/2004,family-relationships,F5464
18,CanWest Global Communications,[ca],114,Color,English,USA,08/11/2004,lottery,L36
18,CanWest Global Communications,[ca],114,Color,English,USA,08/11/2004,number-in-title,N5165
18,CanWest Global Communications,[ca],114,Color,English,USA,08/11/2004,prank,P652
18,CanWest Global Communications,[ca],114,Color,English,USA,08/11/2004,selfishness,S4125
17,Food Network,[us],118,Color,English,USA,24/04/2002,budget,B323
17,Food Network,[us],118,Color,English,USA,24/04/2002,cuisine,C25
17,Food Network,[us],118,Color,English,USA,24/04/2002,digit-in-title,D2353
17,Food Network,[us],118,Color,English,USA,24/04/2002,dollar-sign-in-title,D4625
17,Food Network,[us],118,Color,English,USA,24/04/2002,europe,E61
17,Food Network,[us],118,Color,English,USA,24/04/2002,food,F3
17,Food Network,[us],118,Color,English,USA,24/04/2002,money-in-title,M534
17,Food Network,[us],118,Color,English,USA,24/04/2002,number-in-title,N5165
17,Food Network,[us],118,Color,English,USA,24/04/2002,travel,T614
20,MTV Networks,[us],211,Color,English,USA,01/12/2009,band,B53
20,MTV Networks,[us],211,Color,English,USA,01/12/2009,independent-music,I5315
20,MTV Networks,[us],211,Color,English,USA,01/12/2009,seattle-washington,S3425
21,7 Network,[au],227,Color,English,Australia,05/10/1980,dollar-sign-in-title,D4625
21,7 Network,[au],227,Color,English,Australia,05/10/1980,money-in-title,M534
21,7 Network,[au],227,Color,English,Australia,05/10/1980,non-fiction,N5123
21,7 Network,[au],227,Color,English,Australia,05/10/1980,number-in-title,N5165
21,7 Network,[au],227,Color,English,Australia,05/10/1980,quiz-show,Q2
22,NYC TV,[us],228,Color,English,USA,24/01/2003,cheap,C1
22,NYC TV,[us],228,Color,English,USA,24/01/2003,new-york-city,N623
22,NYC TV,[us],228,Color,English,USA,24/01/2003,non-fiction,N5123
22,NYC TV,[us],228,Color,English,USA,24/01/2003,number-in-title,N5165
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,1940s,S
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,absurdism,A1263
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,adultery,A3436
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,black-lace-panties,B4242
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,black-lace-stockings,B4242
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,breaking-the-fourth-wall,B6252
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,cafe,C1
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,cafe-owner,C156
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,captain,C135
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,catch-phrase,C3216
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,cigarette-holder,C2634
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,colonel,C454
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,critically-acclaimed,C6324
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,cult-tv,C431
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,cult-tv,C431
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,cult-tv,C431
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,disguise,D2
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,escape,E21
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,execution,E235
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,farce,F62
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,forger,F626
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,french-resistance,F6526
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,funny-nazi,F52
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,german-army,G6565
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,german-soldier,G6524
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,gestapo,G231
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,italian-army,I3456
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,knickers,K5262
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,lifting-skirt,L1352
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,lifting-up-dress,L1352
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,limp,L51
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,mother-in-law,M3654
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,naive-woman,N15
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,nazi-germany,N265
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,onion,O5
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,painting,P5352
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,plot-to-kill-hitler,P4324
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,sausage,S2
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,sexual-innuendo,S2453
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,sexy-agent,S253
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,singing,S5252
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,sitcom,S325
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,tight-blouse,T2314
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,title-spoken-by-character,T3421
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,twin-brother,T5163
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,undertaker,U5363
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,white-panties,W3153
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,woman-in-lingerie,W5452
26,BBC Video,[gb],284,Color,English,UK,30/12/1982,world-war-two,W6436
36,CanWest Global Television Network,[ca],371,Color,English,Canada,05/09/2007,based-on-play,B2351
36,CanWest Global Television Network,[ca],371,Color,English,Canada,05/09/2007,beauty-salon,B3245
36,CanWest Global Television Network,[ca],371,Color,English,Canada,05/09/2007,canadian-humor,C5356
36,CanWest Global Television Network,[ca],371,Color,English,Canada,05/09/2007,carribean-canadian,C6152
36,CanWest Global Television Network,[ca],371,Color,English,Canada,05/09/2007,sitcom,S325
36,CanWest Global Television Network,[ca],371,Color,English,Canada,05/09/2007,toronto-ontario-canada,T6535
37,Komuna,[rs],398,Color,Serbo-Croatian,Serbia,20/06/2000,tv-mini-series,T1526
41,Court TV,[us],581,Unkown,English,Unkown,01/01/1900,based-on-supposedly-true-story,B2352
41,Court TV,[us],581,Unkown,English,Unkown,01/01/1900,dead-body,D313
41,Court TV,[us],581,Unkown,English,Unkown,01/01/1900,dysfunctional-marriage,D2152
41,Court TV,[us],581,Unkown,English,Unkown,01/01/1900,grim-reaper,G6561
41,Court TV,[us],581,Unkown,English,Unkown,01/01/1900,marriage,M62
41,Court TV,[us],581,Unkown,English,Unkown,01/01/1900,marriage-as-hell,M624
41,Court TV,[us],581,Unkown,English,Unkown,01/01/1900,murder,M636
41,Court TV,[us],581,Unkown,English,Unkown,01/01/1900,murder-of-husband,M6361
41,Court TV,[us],581,Unkown,English,Unkown,01/01/1900,murder-of-wife,M6361
41,Court TV,[us],581,Unkown,English,Unkown,01/01/1900,wedding,W352
41,Court TV,[us],586,Unkown,English,USA,05/10/2006,unaired-episode,U5631
48,Five US,[gb],596,Color,English,USA,05/10/2006,affection,A1235
48,Five US,[gb],596,Color,English,USA,05/10/2006,anger,A526
48,Five US,[gb],596,Color,English,USA,05/10/2006,bathroom,B365
48,Five US,[gb],596,Color,English,USA,05/10/2006,bed,B3
48,Five US,[gb],596,Color,English,USA,05/10/2006,bedroom,B365
48,Five US,[gb],596,Color,English,USA,05/10/2006,black-humor,B4256
48,Five US,[gb],596,Color,English,USA,05/10/2006,classroom,C4265
48,Five US,[gb],596,Color,English,USA,05/10/2006,cleavage,C412
48,Five US,[gb],596,Color,English,USA,05/10/2006,clumsiness,C4525
48,Five US,[gb],596,Color,English,USA,05/10/2006,colleague,C42
48,Five US,[gb],596,Color,English,USA,05/10/2006,colleagues,C42
48,Five US,[gb],596,Color,English,USA,05/10/2006,commentary,C536
48,Five US,[gb],596,Color,English,USA,05/10/2006,complaining,C5145
48,Five US,[gb],596,Color,English,USA,05/10/2006,confusion,C5125
48,Five US,[gb],596,Color,English,USA,05/10/2006,cooking,C252
48,Five US,[gb],596,Color,English,USA,05/10/2006,couch,C2
48,Five US,[gb],596,Color,English,USA,05/10/2006,discussion,D25
48,Five US,[gb],596,Color,English,USA,05/10/2006,dispute,D213
48,Five US,[gb],596,Color,English,USA,05/10/2006,drinking,D6525
48,Five US,[gb],596,Color,English,USA,05/10/2006,embarrassment,E5162
48,Five US,[gb],596,Color,English,USA,05/10/2006,father-daughter-relationship,F3632
48,Five US,[gb],596,Color,English,USA,05/10/2006,food,F3
48,Five US,[gb],596,Color,English,USA,05/10/2006,friend,F653
48,Five US,[gb],596,Color,English,USA,05/10/2006,friendship,F6532
48,Five US,[gb],596,Color,English,USA,05/10/2006,high-school,H24
48,Five US,[gb],596,Color,English,USA,05/10/2006,high-school-teacher,H2432
48,Five US,[gb],596,Color,English,USA,05/10/2006,home,H5
48,Five US,[gb],596,Color,English,USA,05/10/2006,house,H2
48,Five US,[gb],596,Color,English,USA,05/10/2006,husband-wife-relationship,H2153
48,Five US,[gb],596,Color,English,USA,05/10/2006,immaturity,I5363
48,Five US,[gb],596,Color,English,USA,05/10/2006,insecurity,I5263
48,Five US,[gb],596,Color,English,USA,05/10/2006,irony,I65
48,Five US,[gb],596,Color,English,USA,05/10/2006,joke,J2
48,Five US,[gb],596,Color,English,USA,05/10/2006,joy,J
48,Five US,[gb],596,Color,English,USA,05/10/2006,kitchen,K325
48,Five US,[gb],596,Color,English,USA,05/10/2006,laughing,L252
48,Five US,[gb],596,Color,English,USA,05/10/2006,living-room,L1526
48,Five US,[gb],596,Color,English,USA,05/10/2006,love,L1
48,Five US,[gb],596,Color,English,USA,05/10/2006,marriage,M62
48,Five US,[gb],596,Color,English,USA,05/10/2006,marriage-problems,M6216
48,Five US,[gb],596,Color,English,USA,05/10/2006,married-couple,M6321
48,Five US,[gb],596,Color,English,USA,05/10/2006,misunderstanding,M2536
48,Five US,[gb],596,Color,English,USA,05/10/2006,mother-daughter-relationship,M3632
48,Five US,[gb],596,Color,English,USA,05/10/2006,neighbor,N216
48,Five US,[gb],596,Color,English,USA,05/10/2006,newlywed,N43
48,Five US,[gb],596,Color,English,USA,05/10/2006,newlywed-couple,N4321
48,Five US,[gb],596,Color,English,USA,05/10/2006,pennsylvania,P5241
48,Five US,[gb],596,Color,English,USA,05/10/2006,rage,R2
48,Five US,[gb],596,Color,English,USA,05/10/2006,room,R5
48,Five US,[gb],596,Color,English,USA,05/10/2006,sarcasm,S625
48,Five US,[gb],596,Color,English,USA,05/10/2006,sex-talk,S2342
48,Five US,[gb],596,Color,English,USA,05/10/2006,sitcom,S325
48,Five US,[gb],596,Color,English,USA,05/10/2006,smiling,S5452
48,Five US,[gb],596,Color,English,USA,05/10/2006,sofa,S1
48,Five US,[gb],596,Color,English,USA,05/10/2006,suburbia,S161
48,Five US,[gb],596,Color,English,USA,05/10/2006,tall-man,T45
48,Five US,[gb],596,Color,English,USA,05/10/2006,teacher,T26
48,Five US,[gb],596,Color,English,USA,05/10/2006,telephone,T415
48,Five US,[gb],596,Color,English,USA,05/10/2006,television,T4125
46,RTL Klub Televízió,[hu],647,Unkown,English,USA,10/09/2008,bare-breasts,B6162
46,RTL Klub Televízió,[hu],647,Unkown,English,USA,10/09/2008,plastic-surgery,P4232
46,RTL Klub Televízió,[hu],647,Unkown,English,USA,10/09/2008,speeding-ticket,S1352
54,Comedy Central Deutschland,[de],651,Color,English,USA,04/04/2007,beach,B2
54,Comedy Central Deutschland,[de],651,Color,English,USA,04/04/2007,pizza,P2
54,Comedy Central Deutschland,[de],651,Color,English,USA,04/04/2007,spring-break,S1652
54,Comedy Central Deutschland,[de],654,Color,English,USA,08/02/2007,bachelor-party,B2461
54,Comedy Central Deutschland,[de],654,Color,English,USA,08/02/2007,beer,B6
54,Comedy Central Deutschland,[de],654,Color,English,USA,08/02/2007,beer-bottle,B6134
54,Comedy Central Deutschland,[de],654,Color,English,USA,08/02/2007,beer-drinking,B6365
54,Comedy Central Deutschland,[de],654,Color,English,USA,08/02/2007,bottle-of-beer,B3416
54,Comedy Central Deutschland,[de],654,Color,English,USA,08/02/2007,bouncer,B526
54,Comedy Central Deutschland,[de],654,Color,English,USA,08/02/2007,chase,C2
54,Comedy Central Deutschland,[de],654,Color,English,USA,08/02/2007,cold-open,C4315
54,Comedy Central Deutschland,[de],654,Color,English,USA,08/02/2007,cold-remedy,C4365
54,Comedy Central Deutschland,[de],654,Color,English,USA,08/02/2007,discomfort,D2516
54,Comedy Central Deutschland,[de],654,Color,English,USA,08/02/2007,drinking-beer,D6525
54,Comedy Central Deutschland,[de],654,Color,English,USA,08/02/2007,drug,D62
54,Comedy Central Deutschland,[de],654,Color,English,USA,08/02/2007,drug-trip,D6236
54,Comedy Central Deutschland,[de],654,Color,English,USA,08/02/2007,drug-use,D62
54,Comedy Central Deutschland,[de],654,Color,English,USA,08/02/2007,drugs,D62
54,Comedy Central Deutschland,[de],654,Color,English,USA,08/02/2007,female-stripper,F5423
54,Comedy Central Deutschland,[de],654,Color,English,USA,08/02/2007,fleeing,F452
54,Comedy Central Deutschland,[de],654,Color,English,USA,08/02/2007,hallucination,H4253
54,Comedy Central Deutschland,[de],654,Color,English,USA,08/02/2007,hat,H3
54,Comedy Central Deutschland,[de],654,Color,English,USA,08/02/2007,having-a-cold,H1524
54,Comedy Central Deutschland,[de],654,Color,English,USA,08/02/2007,having-tea,H1523
54,Comedy Central Deutschland,[de],654,Color,English,USA,08/02/2007,hawk,H2
54,Comedy Central Deutschland,[de],654,Color,English,USA,08/02/2007,homeopathy,H513
54,Comedy Central Deutschland,[de],654,Color,English,USA,08/02/2007,influenza,I5145
54,Comedy Central Deutschland,[de],654,Color,English,USA,08/02/2007,male-to-female-footsie-playing,M4315
54,Comedy Central Deutschland,[de],654,Color,English,USA,08/02/2007,neighbor-neighbor-relationship,N2165
54,Comedy Central Deutschland,[de],654,Color,English,USA,08/02/2007,passed-out,P23
54,Comedy Central Deutschland,[de],654,Color,English,USA,08/02/2007,playing-footsie,P4521
54,Comedy Central Deutschland,[de],654,Color,English,USA,08/02/2007,running-away,R52
54,Comedy Central Deutschland,[de],654,Color,English,USA,08/02/2007,scene-before-opening-credits,S2516
54,Comedy Central Deutschland,[de],654,Color,English,USA,08/02/2007,sneeze,S52
54,Comedy Central Deutschland,[de],654,Color,English,USA,08/02/2007,sneezing,S5252
54,Comedy Central Deutschland,[de],654,Color,English,USA,08/02/2007,strip-club,S3612
54,Comedy Central Deutschland,[de],654,Color,English,USA,08/02/2007,stripper,S3616
54,Comedy Central Deutschland,[de],654,Color,English,USA,08/02/2007,stripper-pole,S3616
54,Comedy Central Deutschland,[de],654,Color,English,USA,08/02/2007,tea,T
54,Comedy Central Deutschland,[de],654,Color,English,USA,08/02/2007,tea-drinking,T3652
54,Comedy Central Deutschland,[de],654,Color,English,USA,08/02/2007,tv,T1
54,Comedy Central Deutschland,[de],654,Color,English,USA,08/02/2007,untimely-sneeze,U5354
54,Comedy Central Deutschland,[de],654,Color,English,USA,08/02/2007,visual-hallucination,V2425
54,Comedy Central Deutschland,[de],658,Color,English,USA,28/03/2007,cappuccino,C125
448,GMA,[ph],679,Color,Filipino,Unkown,01/01/1900,ghost,G23
6,Columbia Broadcasting System (CBS),[us],681,Black and White,English,USA,31/03/1961,anthology,A5342
6,Columbia Broadcasting System (CBS),[us],683,Black and White,English,USA,28/04/1961,bunker,B526
6,Columbia Broadcasting System (CBS),[us],683,Black and White,English,USA,28/04/1961,nuclear-war,N246
6,Columbia Broadcasting System (CBS),[us],691,Black and White,English,USA,12/05/1961,frog,F62
6,Columbia Broadcasting System (CBS),[us],691,Black and White,English,USA,12/05/1961,missing-husband,M2521
6,Columbia Broadcasting System (CBS),[us],691,Black and White,English,USA,12/05/1961,missing-person,M2521
6,Columbia Broadcasting System (CBS),[us],691,Black and White,English,USA,12/05/1961,missing-pet,M2521
6,Columbia Broadcasting System (CBS),[us],691,Black and White,English,USA,12/05/1961,policeman,P425
6,Columbia Broadcasting System (CBS),[us],691,Black and White,English,USA,12/05/1961,pond,P53
6,Columbia Broadcasting System (CBS),[us],691,Black and White,English,USA,12/05/1961,snake,S52
6,Columbia Broadcasting System (CBS),[us],691,Black and White,English,USA,12/05/1961,tadpole,T314
6,Columbia Broadcasting System (CBS),[us],691,Black and White,English,USA,12/05/1961,title-spoken-by-character,T3421
6,Columbia Broadcasting System (CBS),[us],691,Black and White,English,USA,12/05/1961,turned-into-animal,T6535
58,Z Flight Productions,[us],399,Color,English,USA,01/12/2009,addict,A323
58,Z Flight Productions,[us],399,Color,English,USA,01/12/2009,computer,C5136
58,Z Flight Productions,[us],399,Color,English,USA,01/12/2009,crazy,C62
58,Z Flight Productions,[us],399,Color,English,USA,01/12/2009,day,D
58,Z Flight Productions,[us],399,Color,English,USA,01/12/2009,gamer,G56
58,Z Flight Productions,[us],399,Color,English,USA,01/12/2009,gaming,G52
58,Z Flight Productions,[us],399,Color,English,USA,01/12/2009,guild,G43
58,Z Flight Productions,[us],399,Color,English,USA,01/12/2009,house,H2
58,Z Flight Productions,[us],399,Color,English,USA,01/12/2009,houston-texas,H2353
58,Z Flight Productions,[us],399,Color,English,USA,01/12/2009,milf,M41
58,Z Flight Productions,[us],399,Color,English,USA,01/12/2009,nerd,N63
58,Z Flight Productions,[us],399,Color,English,USA,01/12/2009,online-gaming,O5452
58,Z Flight Productions,[us],399,Color,English,USA,01/12/2009,psychiatrist,P2362
58,Z Flight Productions,[us],399,Color,English,USA,01/12/2009,psychology,P242
58,Z Flight Productions,[us],399,Color,English,USA,01/12/2009,sex,S2
58,Z Flight Productions,[us],399,Color,English,USA,01/12/2009,shrink,S652
58,Z Flight Productions,[us],399,Color,English,USA,01/12/2009,texas,T2
58,Z Flight Productions,[us],399,Color,English,USA,01/12/2009,therapy,T61
58,Z Flight Productions,[us],399,Color,English,USA,01/12/2009,twin,T5
58,Z Flight Productions,[us],399,Color,English,USA,01/12/2009,web,W1
60,Katholieke Radio Omroep (KRO),[nl],419,Unkown,Dutch,Netherlands,05/12/1969,digit-in-title,D2353
60,Katholieke Radio Omroep (KRO),[nl],419,Unkown,Dutch,Netherlands,05/12/1969,number-in-title,N5165
59,Bridge Entertainment Group,[nl],429,Color,Dutch,Netherlands,05/12/2010,number-in-title,N5165
62,Disky Communications Europe,[nl],469,Color,Dutch,Netherlands,31/12/1993,cafe,C1
62,Disky Communications Europe,[nl],469,Color,Dutch,Netherlands,31/12/1993,father-in-law,F3654
62,Disky Communications Europe,[nl],469,Color,Dutch,Netherlands,31/12/1993,father-son-relationship,F3625
62,Disky Communications Europe,[nl],469,Color,Dutch,Netherlands,31/12/1993,married-couple,M6321
64,Televisió de Catalunya (TV3),[es],723,Color,Catalan,Spain,02/04/2008,non-fiction,N5123
65,SBS Program Sales,[au],750,Color,English,Australia,05/10/2003,mockumentary,M2536
65,SBS Program Sales,[au],750,Color,English,Australia,05/10/2003,stranger-than-truth,S3652
65,SBS Program Sales,[au],750,Color,English,Australia,05/10/2003,truth,T63
64,Televisió de Catalunya (TV3),[es],826,Color,Catalan,Spain,05/07/2004,character-name-in-title,C6236
69,Televisión Española (TVE),[es],901,Black and White,Spanish,Spain,05/10/1971,number-in-title,N5165
71,RaiTrade,[it],860,Black and White,Italian,Italy,07/09/1971,tv-mini-series,T1526
72,Sender Freies Berlin (SFB),[de],887,Color,German,Germany,20/08/1993,non-fiction,N5123
73,Danmarks Radio (DR),[dk],903,Color,Danish,Denmark,01/05/2000,educational-program,E3235
73,Danmarks Radio (DR),[dk],903,Color,Danish,Denmark,01/05/2000,number-in-title,N5165
73,Danmarks Radio (DR),[dk],903,Color,Danish,Denmark,01/05/2000,roller-skate,R4623
73,Danmarks Radio (DR),[dk],903,Color,Danish,Denmark,01/05/2000,roller-skating,R4623
74,AT-X,[jp],907,Color,Japanese,Japan,05/04/2006,.hack,H2
74,AT-X,[jp],907,Color,Japanese,Japan,05/04/2006,2010s,S
74,AT-X,[jp],907,Color,Japanese,Japan,05/04/2006,anime,A5
74,AT-X,[jp],907,Color,Japanese,Japan,05/04/2006,cliffhanger-ending,C4152
74,AT-X,[jp],907,Color,Japanese,Japan,05/04/2006,cyberpunk,C1615
74,AT-X,[jp],907,Color,Japanese,Japan,05/04/2006,ensemble-cast,E5251
74,AT-X,[jp],907,Color,Japanese,Japan,05/04/2006,futuristic,F3623
74,AT-X,[jp],907,Color,Japanese,Japan,05/04/2006,obsession,O125
74,AT-X,[jp],907,Color,Japanese,Japan,05/04/2006,pain,P5
74,AT-X,[jp],907,Color,Japanese,Japan,05/04/2006,prequel,P624
74,AT-X,[jp],907,Color,Japanese,Japan,05/04/2006,revenge,R152
74,AT-X,[jp],907,Color,Japanese,Japan,05/04/2006,rpg,R12
74,AT-X,[jp],908,Color,Japanese,Japan,06/09/2006,.hack,H2
74,AT-X,[jp],908,Color,Japanese,Japan,06/09/2006,2010s,S
74,AT-X,[jp],908,Color,Japanese,Japan,06/09/2006,anime,A5
74,AT-X,[jp],909,Color,Japanese,Japan,21/06/2006,.hack,H2
74,AT-X,[jp],909,Color,Japanese,Japan,21/06/2006,2010s,S
74,AT-X,[jp],909,Color,Japanese,Japan,21/06/2006,anime,A5
74,AT-X,[jp],910,Color,Japanese,Japan,10/05/2006,.hack,H2
74,AT-X,[jp],910,Color,Japanese,Japan,10/05/2006,2010s,S
74,AT-X,[jp],910,Color,Japanese,Japan,10/05/2006,anime,A5
74,AT-X,[jp],911,Color,Japanese,Japan,20/09/2006,.hack,H2
74,AT-X,[jp],911,Color,Japanese,Japan,20/09/2006,2010s,S
74,AT-X,[jp],911,Color,Japanese,Japan,20/09/2006,anime,A5
74,AT-X,[jp],912,Color,Japanese,Japan,30/08/2006,.hack,H2
74,AT-X,[jp],912,Color,Japanese,Japan,30/08/2006,2010s,S
74,AT-X,[jp],912,Color,Japanese,Japan,30/08/2006,anime,A5
74,AT-X,[jp],913,Color,Japanese,Japan,27/09/2006,.hack,H2
74,AT-X,[jp],913,Color,Japanese,Japan,27/09/2006,2010s,S
74,AT-X,[jp],913,Color,Japanese,Japan,27/09/2006,anime,A5
74,AT-X,[jp],914,Color,Japanese,Japan,14/06/2006,.hack,H2
74,AT-X,[jp],914,Color,Japanese,Japan,14/06/2006,2010s,S
74,AT-X,[jp],914,Color,Japanese,Japan,14/06/2006,anime,A5
74,AT-X,[jp],915,Color,Japanese,Japan,03/05/2006,.hack,H2
74,AT-X,[jp],915,Color,Japanese,Japan,03/05/2006,2010s,S
74,AT-X,[jp],915,Color,Japanese,Japan,03/05/2006,anime,A5
